ID,Name,Macroarea,Latitude,Longitude,Glottocode,ISO639P3code,Comment,Countries,ELCatMacroareas,classification,endangerment,code_authorities,codes,alt_names
2223,Kaningra,,-4.5784,143.3612,kani1285,knr,,PG,Pacific,Sepik,threatened,ISO 639-3,knr,Kaningara
2224,Karore,,-6.1542,149.8205,karo1298,xkx,,PG,Pacific,Austronesian,endangered,ISO 639-3,xkx,
2225,Kawacha,,-6.96,146.21,kawa1276,kcb,,PG,Pacific,Trans-New Guinea,severely endangered,ISO 639-3,kcb,Kawatsa
2226,Grass Koiari,,-9.5,147.333333333,gras1249,kbk,,PG,Pacific,Trans-New Guinea,threatened,ISO 639-3,kbk,Koiari; Koiari (Grass); Koiari; Grass
2227,Koitabu,,-9.33333333333,147.083333333,koit1244,kqi,,PG,Pacific,Trans-New Guinea,threatened,ISO 639-3,kqi,Koita
2228,Kowaki,,-4.63,145.41,kowa1245,xow,,PG,Pacific,Trans-New Guinea,severely endangered,ISO 639-3,xow,
2229,Kuot,,-3.0692,151.5234,kuot1243,kto,,PG,Pacific,Isolate,threatened,ISO 639-3,kto,Panaras; Kuat; Neu-Pommern
2245,Bandial,,12.5317,-16.1553,band1340,bqj,,SN,Africa,Niger-Congo,threatened,ISO 639-3,bqj,Banjaal; Banjal
2246,Laz,,41.2736,41.2646,lazz1240,lzz,It is important to note that South Caucasian is not genetically related in any demonstrable way to other language families of the Caucasus.,TR GE,Europe; Caucasus,South Caucasian,vulnerable,ISO 639-3,lzz,
2265,Laua,,-10.1824,149.2053,laua1245,luf,,PG,Pacific,Trans-New Guinea,critically endangered,ISO 639-3,luf,Labu; Lauwa
2266,Likum,,-2.1651,146.6921,liku1243,lib,,PG,Pacific,Austronesian,severely endangered,ISO 639-3,lib,Admiralitäts-inseln
2267,Magori,,-10.0337,149.2272,mago1248,zgr,,PG,Pacific,Austronesian,endangered,ISO 639-3,zgr,
2268,Makolkol,,-4.8994,151.6827,mako1250,zmh,,PG,Pacific,East New Britain,dormant,ISO 639-3,zmh,Neu-Pommern
2269,Malalamai,,-5.763899803,146.6495056,mala1489,mmt,,PG,Pacific,Austronesian,endangered,ISO 639-3,mmt,Bonga
2270,Mawak,,-4.5819,145.3079,mawa1266,mjj,,PG,Pacific,Trans-New Guinea,severely endangered,ISO 639-3,mjj,
2271,Mindiri,,-5.5517,146.1538,mind1255,mpn,,PG,Pacific,Austronesian,endangered,ISO 639-3,mpn,
2272,Moere,,-4.6038,145.437,moer1240,mvq,,PG,Pacific,Trans-New Guinea,severely endangered,ISO 639-3,mvq,
2273,Mosimo,,-4.9473,145.5551,mosi1248,mqv,,PG,Pacific,Trans-New Guinea,severely endangered,ISO 639-3,mqv,
2274,Murik,,-3.8368,144.2807,muri1260,mtf,,PG,Pacific,Lower Sepik-Ramu,threatened,ISO 639-3,mtf,Nor; Nor-Murik Lakes
2276,Musom,,-6.58333333333,147.0,muso1238,msu,,PG,Pacific,Austronesian,endangered,ISO 639-3,msu,Misatik
2277,Mussau-Emira,,-1.45,149.616666667,muss1246,emi,,PG,Pacific,Austronesian,threatened,ISO 639-3,emi,Emira-Mussau; Musau-Emira; Mussau; Musao
2278,Mwatebu,,-10.0202,151.0537,mwat1237,mwa,,PG,Pacific,Austronesian,endangered,ISO 639-3,mwa,
2279,Kowiai,,-3.9437,134.0881,kowi1239,kwh,,ID,Southeast Asia,Austronesian,endangered,ISO 639-3,kwh,Koiwai; Kaiwai; Kuiwai; Aiduma; Kayumerah; Kajumerah; Adi; Namatota; Namatote
2280,Mlap,,-2.5383,140.2061,mlap1238,kja,,ID,Southeast Asia,Nimboran,endangered,ISO 639-3,kja,Kwansu; Kwansu-Bonggrang; Kuangsu-Bonggrang; Kwangsu-Bonggrang; Kuangsu
2281,Kwerisa,,-2.9759,138.153,kwer1264,kkb,,ID,Southeast Asia,Lakes Plain,severely endangered,ISO 639-3,kkb,Taogwe
2282,Laiyolo,,-6.3862,120.4733,laiy1246,lji,,ID,Southeast Asia,Austronesian,endangered,ISO 639-3,lji,Da'ang; Barang-Barang
2283,Legenyem,,-0.3186,130.7345,lege1241,lcc,,ID,Southeast Asia,Austronesian,endangered,ISO 639-3,lcc,Laganyan
2284,Lemolang,,-2.6303,120.1849,lemo1243,ley,,ID,Southeast Asia,Austronesian,threatened,ISO 639-3,ley,Baebunta
2285,Lengilu,,3.7327,115.8728,leng1260,lgi,,ID,Southeast Asia,Austronesian,critically endangered,ISO 639-3,lgi,
2287,Liki,,-1.6202,138.738,liki1241,lio,,ID,Southeast Asia,Austronesian,severely endangered,ISO 639-3,lio,Moar
2288,Lisela,,-3.2392,127.0239,lise1239,lcl,,ID,Southeast Asia,Austronesian,vulnerable,ISO 639-3,lcl,Buru; North Buru; Li Enyorot; Liet Enjorot; Wayapo
2289,Lola,,-6.3316,134.8818,lola1248,lcd,,ID,Southeast Asia,Austronesian,endangered,ISO 639-3,lcd,Aru
2290,Konkow,,39.467,-121.5155,nort2951,mjd,,US,North America,Maiduan,critically endangered,ISO 639-3,mjd,"Maidu; Maidu; Northwest; Meidoo; Tsamak; Michopdo; Concow; Holólupai; Konkau; Yuba; Secumne; Maiduan; Nákum; Sekumne; Northwest Maidu; Northwestern Maidu; ""Digger"""
2291,Klamath-Modoc,,42.5,-121.5,klam1254,kla,,US,North America,Plateau,awakening,ISO 639-3,kla,Lutuami; Modoc; Klamath; E-ukshikni
2292,Klallam,,47.8475,-122.585,clal1241,clm,,US,North America,Salishan,awakening,ISO 639-3,clm,Clallam; S'klallam; Na'klallam; Nəxʷsƛ'áy'əmucən; Klellam; nəxʷsƛʼáyʼəmʼucən
2293,Kiliwa,,31.3333333333,-115.666666667,kili1268,klb,,MX,"Mexico, Central America, Caribbean",Cochimi-Yuman,critically endangered,ISO 639-3,klb,Kiliwi; Quiligua
2295,Kawaiisu,,35.0589,-118.4026,kawa1283,xaw,,US,North America,Uto-Aztecan,critically endangered,ISO 639-3,xaw,
2296,Danezāgé' (Kaska),,61.9751,-132.4544,kask1239,kkz,,,,Athabaskan-Eyak-Tlingit,critically endangered,ISO 639-3,kkz,Kaska; Kaska Dena; Nahani; Caska; Eastern Nahane; Nahane
2297,Karuk,,41.6666666667,-123.0,karo1304,kyh,,US,North America,Isolate,severely endangered,ISO 639-3,kyh,Karok; Karuk; Quoratem; Charoc; Quoratean
2299,Jicarilla Apache,,36.9336,-106.9984,jica1244,apj,"Jicarilla is an emergent language within the Southern Athabaskan dialect complex.
",US,North America,Athabaskan-Eyak-Tlingit,endangered,ISO 639-3,apj,Jicarilla; Hikariya; Apache (Jicarilla); Apache; Eastern Apache
2300,Jemez,,35.6151,-106.7242,jeme1245,tow,,US,North America,Kiowa-Tanoan,threatened,ISO 639-3,tow,Towa
2305,Midah,,11.3231,14.9839,maje1243,xmj,,CM TD,Africa,Afro-Asiatic,threatened,ISO 639-3,xmj,Majera; Mida'a; Da'a; Mazera; Daa
2306,Maslam,,12.136,14.6914,masl1241,msv,,CM TD,Africa,Afro-Asiatic,threatened,ISO 639-3,msv,Mandage; Mendage; Mandagué; Maltam; Kotoko-Maltam
2307,Yulu,,8.3854,24.1754,yulu1243,yul,,CF SS CD,Africa,Central Sudanic,threatened,ISO 639-3,yul,Youlou
2308,Besme,,9.6386,16.018,besm1235,bes,,TD,Africa,Niger-Congo,threatened,ISO 639-3,bes,Huner; Hounar; 'Unar; Beseme; Besemme; Bodor
2309,Gadang,,10.3473,17.2485,gada1262,gdk,,TD,Africa,Afro-Asiatic,threatened,ISO 639-3,gdk,
2310,Jaya,,12.187,18.1645,jaya1242,jyy,,TD,Africa,Central Sudanic,threatened,ISO 639-3,jyy,
2311,Karanga,,8.3093,15.3588,kara1484,kth,,TD,Africa,Maban,threatened,ISO 639-3,kth,Kurunga
2312,Kulfa,,9.9742,19.1848,kulf1238,kxj,,TD,Africa,Central Sudanic,threatened,ISO 639-3,kxj,"Kulfe; Kurmi; Kurumi; ""Kaba So""; Koulfa"
2314,Ghodoberi,,42.643,46.1027,ghod1238,gdo,,RU,Caucasus; Europe; East Asia,Northeast Caucasian,endangered,ISO 639-3,gdo,Godoberi; годоберинский язык; ღოდობერიული ენა; годоберийский язык; гъибдилIи мицци; Ɣibdiƛi micci; Godoberin
2315,Hinukh,,42.17642940057645,45.986961731064795,hinu1240,gin,,RU,Caucasus; Europe; East Asia,Northeast Caucasian,endangered,ISO 639-3,gin,Hinuq; Hinux; гинухский язык; ჰინუხური ენა; ჰინუზას მეც; гьинузас мец; hinuzas mec; Գինուխերեն; Ginukh; Ginux; Ginukhtsy; Guang
2316,Hunzib,,42.1654,46.2991,hunz1247,huz,,RU,Caucasus; Europe; East Asia,Northeast Caucasian,endangered,ISO 639-3,huz,Gunzib; гунзибский язык; ჰუნზიბური ენა; гьонкьос мыц; honƛʼos mɨc; нахадинский язык; Enzeb; Xunzal; Khunzal; Khunzaly
2317,Nafi,,-6.3999,146.802,nafi1237,srf,,PG,Pacific,Austronesian,endangered,ISO 639-3,srf,Sirak
2325,Marrithiyel,,-13.83887457,130.0009396,mari1424,mfr,,AU,Australia,Western Daly,critically endangered,ISO 639-3,mfr,"Berinken; Berringen; Berringin; Bringen; Brinken; Brinkin; Marathiel; Maridhiel; Maridhiyel; Marithiyel; Muritijel; ""Brinken""; ""Bringen""; Maridiyal; Marithid; Maridiyel; Marithiel"
2327,Mariyedi,,-13.7687,129.876,mari1423,zmy,,AU,Australia,Western Daly,critically endangered,ISO 639-3,zmy,Marijedi; Murijadi; Marijadi
2329,Marriammu,,-12.28,130.5,marr1256,xru,,AU,Australia,Western Daly,critically endangered,ISO 639-3,xru,Marri Ammu; MareAmmu; Mareammu
2330,Mati Ke,,-14.004314,129.855606,mart1254,zmg,,AU,Australia,Western Daly,critically endangered,ISO 639-3,zmg,Madige; Magati-Ge; Magadige; Magati Gair; Magatige; Marrige; Marri-ge; Matige; Muringair; Murrinh Ke; Murrinh-ge; Magati Ke; Marti Ke
2345,Mambai,,9.6007,14.0899,mamb1294,mcs,,CM TD,Africa,Niger-Congo,vulnerable,ISO 639-3,mcs,Mangbei; Mangbai; Manbai; Mambay; Mamgbay; Mamgbei; Mongbay; Mangbaï de Biparé; Momboi
2346,Geji,,10.291667,9.65,geji1246,gji,,NG,Africa,Afro-Asiatic,threatened,ISO 639-3,gji,Geeji; Gyannzi; Gyaazə; Bagba; Gezawa; Gejawa; Gaejawa; Kayauri; Kaiyorawa
2347,Yaka,,2.66666666667,16.25,yaka1272,axk,,CG CF,Africa,Niger-Congo,vulnerable,ISO 639-3,axk,Aka; Nyoyaka; Beká; Pygmée de Mongoumba; Pygmée de la Lobaye; Pygmées de la Sanghas; Babinga; Bambenga; Binga; Beka; Mòáka
2365,Tofa,,53.7324,98.2589,kara1462,kim,,RU,Caucasus; Europe; East Asia,Turkic,critically endangered,ISO 639-3,kim,Karagas; Tofalar; тофаларский язык; Tofaca; Tofa Türkçesi; Тоъфа дыл; Tòfa dıl
2366,Karaim,,50.7538,25.3351,kara1464,kdr,,UA LT,Europe,Turkic,critically endangered,ISO 639-3,kdr,Karaite; Karaïm
2367,Karata,,42.5874,46.3348,kara1474,kpt,,RU,Caucasus; Europe; East Asia,Northeast Caucasian,threatened,ISO 639-3,kpt,Karatai; каратинский язык; კარატაული ენა; Karatin; КIкIирлIи мацIцIи; Kirdi
2368,Karelian,,58.0284,33.3215,kare1335,krl,,RU FI,Caucasus; Europe; East Asia,Uralic,threatened,ISO 639-3,krl,karjala; карельский язык; Karelian proper; Karelisch; carélien; karely; Sobstvenno-Karel'skij-Jazyk; Karely; Karelian Proper; Karel'skiy Jazyk; Severno-Karel'skij; karel΄skij jazyk; karjalan kieli; venäjänkarjalaisten kieli; Russisch-Karelisch; Olonetzisch-Lüdisch; Gárjilgiella
2369,Inupiaq,,68.3217,-133.532,inup1234,ipk,"Inupiaq is the collective term for the dialects of Western Eskimo (q.v.) spoken in Alaska and immediately adjacent parts of Northern Canada. There are two major dialect groups, Seward Peninsula Inupiaq (Qawiaraq) and North Alaskan Inupiaq. Seward Peninsula Inupiaq includes the local dialects of the southern Seward Peninsula and Norton Sound area, and of the villages surrounding Bering Strait and on King and Diomede Islands. North Alaskan Inupiaq includes the the Malimiut dialect around Kotzebue Sound and the North Slope dialect spoken along the Arctic Coast as far east as the Mackenzie Delta. The Seward Peninsula and North Alaskan dialect groups differ significantly from each other and a fair amount of experience is required for a speaker of one to understand a speaker of the other. (Golla et al. 2010.)

Ethnologue (2013) considers Inupiaq [ipk] a ""macrolanguage"" which includes: North Alaskan Inupiatun [esi] and Northwest Alaska Inupiatun [esk]. Others do not make this distinction. ",US CA,North America,Eskimo-Aleut,severely endangered,ISO 639-3,ipk,Inuit; Inuvialuktun
2370,Nauna,,-2.2159,148.1986,naun1237,ncn,,PG,Pacific,Austronesian,severely endangered,ISO 639-3,ncn,Naune; Admiralitäts-inseln
2371,Deg Xinag,,62.1655,-156.3134,dege1248,ing,,US,North America,Athabaskan-Eyak-Tlingit,severely endangered,ISO 639-3,ing,"Kaiyuh-khotana; Deg Hit'an; Degexit'an; ""Ingalik""; ""Ingalit""; Deg Xit'an"
2372,Numbami,,-7.5177,147.2991,numb1247,sij,,PG,Pacific,Austronesian,endangered,ISO 639-3,sij,Siboma; Sipoma
2373,Onjob,,-9.2973,149.1613,onjo1240,onj,,PG,Pacific,Trans-New Guinea,endangered,ISO 639-3,onj,Onjab
2374,Hopi,,35.8721,-110.6205,hopi1249,hop,,US,North America,Uto-Aztecan,threatened,ISO 639-3,hop,Tusayan; Moki; Moqui; Pueblo
2375,Holikachuk,,64.2254,-155.3027,holi1241,hoi,"Holikachuk is intermediate between Ingalik and Koyukon, and was only identified as a separate language in the 1970s.",US,North America,Athabaskan-Eyak-Tlingit,dormant,ISO 639-3,hoi,Upper Innoko; Innoko
2376,Hidatsa,,47.7321,-102.6758,hida1246,hid,,US,North America,Siouan,critically endangered,ISO 639-3,hid,Gros Ventre; Minitari; Duan; Hiraca; Hinatsa; Minnetaree; Gros Ventres; Doan
2377,Háiɫzaqvḷa (Heiltsuk),,52.1591,-128.1546,heil1246,hei,"Golla et al. (2008): It has two deeply differentiated dialects, or emergent languages, Heiltsuk (also known as Bella Bella) and Oowekyala. Heiltsuk is principally spoken in two communities, Bella Bella (population 1200) and Kitasoo (or Klemtu, population 370), the latter on former Southern Tsimshian territory. There are between 100 and 200 fluent speakers, none under the age of 35.
First People's Cultural Council distinguishes two languages, Hailhzaqvla (Heiltsuk) [with 60 speakers] and 'Uik'ala/Oowekyala [with 6 speakers].",CA,North America,Wakashan,critically endangered,ISO 639-3,hei,Heiltsuk; Bella Bella; Heiltsuk-Oweek'ala; Belbellah; Heiltsuk-Oowekyala
2379,Hulʻqʻumiʻnumʻ (Halkomelem),,48.7715,-123.6678,halk1245,hur,,US CA,North America,Salishan,severely endangered,ISO 639-3,hur,Halkomelem; Hul'q'umi'num'; Halq'eméylem; hən̓q̓əmin̓əm; Hul’q’umin’um’; Holkomelem
2385,X̄enaksialak̓ala / X̄a'islak̓ala (Haisla),,53.9745,-128.6443,hais1244,has,,CA,North America,Wakashan,critically endangered,ISO 639-3,has,X̄enaksialak̓ala; X̄a'islak̓ala; Xiʔslak'ala; Kitamat; Kitlope; Northern Kwakiutl; Haishilla; Haisla
2405,Northern Qiang,,32.0,102.666666667,nort2722,cng,Northern Qiang varieties and Southern Qiang varieties are mutually unintelligible. ,CN,East Asia,Sino-Tibetan,threatened,ISO 639-3,cng,Qiang; 羌語北部方言
241,Zenaga,,17.3333333333,-16.0,zena1248,zen,,MR EH,Africa,Afro-Asiatic,severely endangered,ISO 639-3,zen,
2425,Zazao,,-8.1832,159.2269,zaza1245,jaj,,SB,Pacific,Austronesian,critically endangered,ISO 639-3,jaj,Jajao; Kilokaka
2427,Dorig,,-14.28,167.516,weta1242,wwo,,VU,Pacific,Austronesian,endangered,ISO 639-3,wwo,Wetamut; Banks-Inseln
2428,Mosetén,,-15.4113,-67.5,mose1249,cas,"Mosetén and Tsimané and are often classified as separate languages belonging to the small linguistic family Mosetenan, although they are mutually intelligible. There are some dialects with considerable lexical and grammatical differences. ",BO,South America,Isolate,vulnerable,ISO 639-3,cas,Chimané; Chimane; Chiman; Tsimane'; Tsimane; Tsinun; Tsimané; Chumano; Moseten; Tsinun; Tsimané; Nawazi-Moñtji; Rache; Muchan; Tucupi; Aparono; Mosetén language area
2429,Kerek,,62.25,175.0,kere1280,krk,,RU,Caucasus; Europe; East Asia,Chukotko-Kamchatkan,critically endangered,ISO 639-3,krk,керекский язык
2430,Ket,,62.6236,87.7148,kett1243,ket,,RU,Caucasus; Europe; East Asia,Yeniseian,endangered,ISO 639-3,ket,Imbak; кетский язык; Yenisei Ostyak; Yenisey Ostiak; Imbatski-Ket; Остыганна ӄа’
2431,Chimila,,10.0986,-73.894,chim1309,cbg,,CO,South America,Chibchan,threatened,ISO 639-3,cbg,San Jorge; Chamila; Caca Weranos; Shimizya; Chimile; Ette Ennaka; Simiza; Ette Taara
2432,Chipaya,,-19.2074,-68.2031,chip1262,cap,"Earlier often mistakenly equated with Puquina.

Kaufman (2007: 70) gives an “Uru-Chipaya language area”.",BO,South America,Chipaya-Uru,threatened,ISO 639-3,cap,
2434,Khakas,,53.7746,90.3735,khak1248,kjh,,RU,Caucasus; Europe; East Asia,Turkic,threatened,ISO 639-3,kjh,Khakhas; Abakan Tatar; хакасский язык; Хакас тілі; Xakas tįlį; тадар тілі; Hakasça; Hakas Türkçesi; Yenisei Tatar; Sagaijer; South Siberian Turkic; Abaqan; Khakhass; Xakas; Kamacintzi; ハカス語; 하카스어; 哈卡斯语
2436,Khinalugh,,41.1579,48.0706,khin1240,kjj,,AZ,Caucasus,Northeast Caucasian,threatened,ISO 639-3,kjj,Xinalug; Xinaliq; Khinalug; Khinalugi; каьтш мицI; kätš micʼ; хиналугский язык; kaʕtʃ mitsʼ; kätš; kätiš; kättid mic’; Xınalıq dili; kətşi mi
2440,Gros Ventre,,48.4824,-108.7639,gros1243,ats,,US,North America,Algic,awakening,ISO 639-3,ats,Atsina; Gros Ventres; White Clay People; Ahahnelin; Ahe; Fall Indians; Ananin; Aáni; Northern Arapaho; Arapaho-Atsina
2441,Gwich'in,,67.4407,-134.8272,gwic1235,gwi,,US CA,North America,Athabaskan-Eyak-Tlingit,severely endangered,ISO 639-3,gwi,Dinjii Zhuh K'yaa; Kutchin; Kuchin; Tukudh; Takudh; Dagoo; Loucheux
2442,Hare,,64.438892,-124.498425,hare1244,,"Slavey can be further divided into Bearlake and Hare (together constituting North Slavey), Mountain, and Slave or South Slavey.",CA,North America,Athabaskan-Eyak-Tlingit,severely endangered,LINGUIST List,scs-har,North Slavey
2445,Vamale,,-20.9665,164.7866,vama1243,mkt,,NC,Pacific,Austronesian,endangered,ISO 639-3,mkt,Moaeke; Hmwaeke; Pamale; Neukaledonien
2446,Ura (Vanuatu),,-18.656405,169.064527,urav1235,uur,,VU,Pacific,Austronesian,critically endangered,ISO 639-3,uur,Aryau; Arau
2447,Tutuba,,-15.571269,167.28162,tutu1241,tmi,,VU,Pacific,Austronesian,threatened,ISO 639-3,tmi,
2448,Austral,,-23.3775,-149.4909,aust1304,aut,,PF,Pacific,Austronesian,threatened,ISO 639-3,aut,Tubuai-Rurutu
2449,Tuamotuan,,-17.0,-144.0,tuam1242,pmt,,PF,Pacific,Austronesian,vulnerable,ISO 639-3,pmt,Pa'umotu
2450,Tolomako,,-15.1834,166.8438,tolo1255,tlm,,VU,Pacific,Austronesian,endangered,ISO 639-3,tlm,Tolomako-Jereviu; Big Bay; Marina
2451,Tobian,,2.9594,131.8084,tobi1238,tox,,PW,Pacific,Austronesian,severely endangered,ISO 639-3,tox,Ramari Hatohobei; Hatohobeian; Tobi; Hatohobei
2452,Thao,,23.848579,120.930253,thao1240,ssf,,TW,East Asia,Austronesian,critically endangered,ISO 639-3,ssf,Sau; Sao; Shao; Chuihwan; Chui-Huan; Suihwan; Vulung; Sprache von Formosa; 邵語
2453,Teanu,,-11.6333333333,166.833333333,tean1237,tkw,,SB,Pacific,Austronesian,severely endangered,ISO 639-3,tkw,Buma; Puma
2455,Tanapag,,15.24,145.76,tana1281,tpv,,MP,Pacific,Austronesian,threatened,ISO 639-3,tpv,Northern Carolinian; Tallabwog; Sprache der Marianen
2465,Cuiva,,6.4463,-69.9389,cuib1242,cui,,CO VE,South America,Guajiboan,threatened,ISO 639-3,cui,Cuiba; Cuiba-Wámonae; Kuiva; Chiricoa; Cuiba-Wámonae; Hiwi; Maiben
2466,Curripaco,,2.3723,-67.5659,curr1243,kpc,"There have been difficulties in the past with the inconsistent treatment of Baniwa [bwi], Curripaco [pkc], Karútana (an extinct dialect of Baniwa), and Ipeka (a dialect of Curripaco in the literature. Sources also confuse other languages that are also called ""Baniwa"" (spelling varies), and sources differ as to what are considered dialects and what are held to be separate languages.
",BR CO VE,South America,Arawakan,vulnerable,ISO 639-3,kpc,Kurripako; Ipeka-Kurripako; Curipaco; Kuripaco; Koripako; Korispaso; Payualiene; Paiorience; Pacu
2485,Waima'a,,-8.4995,126.3372,waim1252,wmh,,TL,Pacific,Austronesian,threatened,ISO 639-3,wmh,Uai Ma'a; Waimaha; Waimoa; Uaimo'a
2487,Vera'a,,-13.813097,167.423783,vera1241,,,VU,Pacific,Austronesian,endangered,,,
2488,Totoli,,1.039,120.817,toto1304,txe,,ID,Southeast Asia,Austronesian,endangered,ISO 639-3,txe,Tontoli; Tolitoli; Gage
2489,Teop,,-5.66666666667,155.0,teop1238,tio,,PG,Pacific,Austronesian,threatened,ISO 639-3,tio,
2490,Savosavo,,-9.1316,159.8124,savo1255,svs,,SB,Pacific,Isolate,threatened,ISO 639-3,svs,Savo; Savo Island
2505,Khvarshi,,42.3417,46.1212,khva1239,khv,,RU,Caucasus; Europe; East Asia,Northeast Caucasian,threatened,ISO 639-3,khv,Khwarshi; Xvarshi; хваршинский язык; ხვარშიული ენა; Kedaes hikwa; Khvarshin; Khwarshi
2506,Koryak,,61.8561,168.6621,kory1246,kpy,"Like the speakers of Chukchee, the Koryak population is divided into two ecological groups known as the Coastal Koryak and the Reindeer or Chavchuven Koryak; in this case, dialectal differences are also involved.",RU,Caucasus; Europe; East Asia,Chukotko-Kamchatkan,endangered,ISO 639-3,kpy,Nymylan; Korak; корякский язык; нымылан; Korjakische; Koræiki; Koriak
2508,Kryts,,41.1455,48.164,kryt1240,kry,,AZ,Caucasus,Northeast Caucasian,endangered,ISO 639-3,kry,Kryz; Kryc; Dzek; кърыцIаь мез; qryc’ä mez; цIека meз; c’eka mez; Qrız dili; крызский язык; джекский язык; Kryzy; Katsy; Dzhek; Dzheki; Kjruaj mez
2509,Biliru,,-15.533224,167.136555,tamb1253,tls,,VU,Pacific,Austronesian,severely endangered,ISO 639-3,tls,Tambotalo
2510,Sowa,,-15.775905,168.185812,sowa1244,sww,,VU,Pacific,Austronesian,dormant,ISO 639-3,sww,
2511,Ninde,,-16.46637,167.464395,labo1244,mwi,,VU,Pacific,Austronesian,threatened,ISO 639-3,mwi,Labo; Mewun; Meaun; Nide
2512,Nāti,,-16.516345,167.505623,nati1244,,Variety of Southwest Bay,VU,Pacific,Austronesian,severely endangered,LINGUIST List,1hr,Naati
2513,Sörsörian,,-16.437,167.785,sors1241,,,VU,Pacific,Austronesian,critically endangered,LINGUIST List,1l9,Sosorian
2514,Sian,,2.7199,113.7018,sian1255,spg,,MY,Southeast Asia,Austronesian,endangered,ISO 639-3; Glottolog,spg; sian1255,Sihan
2515,Ngen,,-15.338309,167.106526,shar1244,ssv,,VU,Pacific,Austronesian,endangered,ISO 639-3,ssv,Shark Bay
2516,Saisiyat,,24.5977,121.0762,sais1237,xsy,,TW,East Asia,Austronesian,severely endangered,ISO 639-3,xsy,Saiset; Seisirat; Saisett; Saisiat; Saisiett; Saisirat; Saisyet; Saisyett; Amutoura; Bouiok; Sprache von Formosa; 賽夏語
2517,Hla'alua,,23.133,120.721,saar1237,sxr,"The Tsouic language has traditionally been divided into the northern branch (Tsou) and the southern branch (Kanakanabu and Saaroa).

As for the ethnicity, the Saaroa people, together with the Kanakanabu people, had long been classified as part of the Tsou nationality in Taiwan. However, the Saaroa and the Kanakanabu have been officially recognized as two independent ethnic groups in June 26, 2014. ",TW,East Asia,Austronesian,critically endangered,ISO 639-3,sxr,Saaroa; Lha’alua; Saroa; Saarua; Rarua; La'alua; La'arua; Pachien; Paichien; Sisyaban; Shishaban; 拉阿魯哇語
2518,Niolean,,-16.308246,167.675413,repa1237,rpn,,VU,Pacific,Austronesian,severely endangered,ISO 639-3,rpn,Repanbitip
2519,Southern Cook Islands Māori,,-8.0,-156.0,raro1241,,,AU PF NZ CK,Australia; Pacific,Austronesian,endangered,Glottolog,raro1241,Māori; Kuki Airani; Te Reo Māori o te Pae Tonga o te Kuki Airani
2520,Rapa Nui,,-27.108,-109.3579,rapa1244,rap,,CL,South America,Austronesian,threatened,ISO 639-3,rap,Easter Island; Pascuense; Rapanui; Öster-Insel Sprache
2525,Pwapwâ,,-20.8074,164.5367,pwap1237,pop,,NC,Pacific,Austronesian,severely endangered,ISO 639-3,pop,Poapoa; Neukaledonien
2526,Pwaamei,,-20.8767,164.7413,pwaa1237,pme,,NC,Pacific,Austronesian,endangered,ISO 639-3,pme,Poamei; Neukaledonien
2527,Punan Batu 1,,2.6021,114.0,puna1278,pnm,,MY,Southeast Asia,Austronesian,severely endangered,ISO 639-3,pnm,
2528,Narmoris,,-15.581852,167.076314,polo1242,plb,,VU,Pacific,Austronesian,endangered,ISO 639-3,plb,Polonombauk
2529,Pije,,-20.7869,164.9487,pije1237,piz,,NC,Pacific,Austronesian,endangered,ISO 639-3,piz,Pinje; Pindje; Neukaledonien
2545,Guamaca,,10.9196,-73.4985,mala1522,mbp,,CO,South America,Chibchan,threatened,ISO 639-3,mbp,Malayo; Marocasero; Maracasero; Sanja; Sanka; Sancá; Arosario; Arsario; Guamaka; Wiwa; Wamaka; Atanque; Kampanake; Bustintana; Sanká; Aisario; Nabela; Sanha; Marocacero; Huihua; Damana
2546,Mawng,,-12.06446118,133.060671,maun1240,mph,,AU,Australia,Iwaidjan,vulnerable,ISO 639-3,mph,Gunmarung; Mawung; Gun-Marung; Maw; Managari; Goulburn Islands; Gunmarang; Kunmarung; Manangari; Mau; Mauung; Maung
2547,Dâw,,0.2197,-68.7744,daww1239,kwa,"The term ""Makú"" has pejorative connotations; ""Nadahup"" is the preferred term for this group of languages. ",BR,South America,Nadahup,endangered,ISO 639-3,kwa,Kamã; Kamã Makú; Kam; Kamán; Daw; Dow; Kamarada; Makú-Kamarada; Kaman
2548,Meriam,,-9.9201,144.0472,meri1244,ulk,,AU,Australia,Eastern Trans-Fly,endangered,ISO 639-3,ulk,Miriam; Meryam Mir; Miriam-Mir; Mer; Mir; East Torres
2549,Miriwoong,,-16.01698315,128.7965195,miri1266,mep,,AU,Australia,Jarrakan,critically endangered,ISO 639-3,mep,Mirung; Merong; Miriwun; Miriwong; Mirriwong; Miriwu; Moreng; Mirong; Miriwung
2550,Mudburra,,-17.37280975,132.0454005,mudb1240,dmw,,AU,Australia,Pama-Nyungan,critically endangered,ISO 639-3,dmw,Madbara; Moodburra; Mootburra; Mudbara; Mudbera; Mudbra; Mulpira; Mutpura; Pinkangama; Karranga; Mudbura
2551,Murrinh-patha,,-14.236681,129.521756,murr1258,mwf,,AU,Australia,Southern Daly,threatened,ISO 639-3,mwf,Garama; Garrama; Murrinh-Patha; Murinbada; Murinbata; Murinypata; Murinjpata; Murinjbada; Marri-wutha; Garramung; Murriny Patha; Karama; Karaman; Murinkura; Nagor; Nangu; Mariwada; Mariwuda; Murrinpatha
